"idRecipe","nameRecipe","difficulte","prix","quantite","preparationTime","totalTime","image"
"868","Croissant au jambon fromage","facile","bon marché","4 personnes","","35 min","[""https://assets.afcdn.com/recipe/20150130/23864_w150h150c1cx1250cy1420.webp"", ""https://assets.afcdn.com/recipe/20150130/23865_w150h150c1cx1250cy1823.webp"", ""https://assets.afcdn.com/recipe/20140311/25699_w150h150c1cx538cy777.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"869","Quatre quarts traditionnel de Mamie Raymonde","facile","bon marché","6 personnes","45 min","1 h 45 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"870","Endives gratinées au saumon fumé","très facile","bon marché","4 personnes","20 min","50 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"871","Pain perdu roulé au Nutella","très facile","bon marché","4 personnes","15 min","20 min","[""https://assets.afcdn.com/recipe/20160401/11666_w150h150c1cx1591cy2403.webp"", ""https://assets.afcdn.com/recipe/20160904/16245_w150h150c1cx1512cy2016.webp"", ""https://assets.afcdn.com/recipe/20161227/12034_w150h150c1cx360cy640.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"872","Lemon Curd","très facile","bon marché","10 personnes","10 min","30 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"873","Velouté de patates douces au curry et coriandre (68ème rencontre)","très facile","bon marché","6 personnes","10 min","40 min","[""https://assets.afcdn.com/recipe/20230621/143668_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20100120/27911_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20190126/86749_w150h150c1cx540cy851cxb1080cyb1702.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"874","Lasagnes chèvre et épinards","très facile","bon marché","6 personnes","20 min","50 min","[""https://assets.afcdn.com/recipe/20200228/108530_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20200228/108532_w150h150c1cx540cy960cxb1080cyb1920.webp"", ""https://assets.afcdn.com/recipe/20100120/53941_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"875","Tarte tatin aux tomates","très facile","bon marché","4 personnes","30 min","1 h 10 min","[""https://assets.afcdn.com/recipe/20170821/71235_w150h150c1cx2041cy2623cxb4000cyb6000.webp"", ""https://assets.afcdn.com/recipe/20171019/73394_w150h150c1cx1416cy2128cxb2832cyb4256.webp"", ""https://assets.afcdn.com/recipe/20100120/35178_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"876","Cake aux fruits confits","facile","bon marché","4 personnes","20 min","1 h 5 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"877","Rillettes de thon au St Moret","très facile","bon marché","4 personnes","5 min","5 min","[""https://assets.afcdn.com/recipe/20200630/112324_w150h150c1cx1920cy2880cxb3840cyb5760.webp"", ""https://assets.afcdn.com/recipe/20181010/82595_w150h150c1cx2376cy1584cxb4752cyb3168.webp"", ""https://assets.afcdn.com/recipe/20100120/25793_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"878","Amuse-gueules litchi crevette","très facile","bon marché","4 personnes","20 min","20 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"879","Mousse au chocolat très rapide","facile","bon marché","6 Personnes","30 min","30 min","[""https://assets.afcdn.com/recipe/20200304/108812_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20150530/40561_w150h150c1cx1920cy1080.webp"", ""https://assets.afcdn.com/recipe/20150514/40562_w150h150c1cx1920cy1080.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"880","Gaufres de ma maman","facile","bon marché","5 personnes","20 min","24 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"881","Gnocchis en gratin au jambon et basilic","très facile","bon marché","2 personnes","20 min","35 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"882","Quiche poireaux courgettes","facile","bon marché","4 personnes","20 min","50 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"883","Risotto dinde champignon","moyenne","bon marché","4 personnes","10 min","55 min","[""https://assets.afcdn.com/recipe/20140910/33028_w150h150c1cx765cy1024.webp"", ""https://assets.afcdn.com/recipe/20160228/33335_w150h150c1cx1296cy728.webp"", ""https://assets.afcdn.com/recipe/20160411/35955_w150h150c1cx845cy845.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"884","Velouté aux fanes de radis","très facile","bon marché","4 personnes","30 min","50 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"885","Verrine délicieuse","facile","bon marché","4 personnes","15 min","15 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"886","Brocoli aux lardons","facile","bon marché","4 personnes","10 min","30 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"887","Fraisier rapide","très facile","bon marché","8 personnes","30 min","50 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"888","Lasagnes au saumon, chèvre et épinards","très facile","moyen","4 personnes","20 min","50 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"889","Cookies pas diététiques du tout de Didice...","facile","moyen","15 personnes","12 min","22 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"890","Tarte arménienne","très facile","bon marché","6 personnes","25 min","1 h 10 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"891","Compote de pommes (avec morceaux) de Marielle","très facile","bon marché","2 personnes","10 min","30 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"892","Tiramisu framboises spéculoos","facile","bon marché","12 verrines","45 min","45 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"893","Poulet à la vanille et au lait de coco épicé","facile","moyen","4 personnes","25 min","55 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"894","Riz cantonais facile","très facile","bon marché","4 personnes","20 min","50 min","[""https://assets.afcdn.com/recipe/20160517/45721_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20160517/45722_w150h150c1cx3000cy2000.webp"", ""https://assets.afcdn.com/recipe/20140104/39014_w150h150c1cx1632cy1224.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"895","Cake aux tomates séchées, feta et olives vertes","très facile","bon marché","6 personnes","15 min","45 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"896","Tarte facile poireaux tomates","très facile","bon marché","4 personnes","10 min","25 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"897","Chocolat des neiges","très facile","bon marché","4 personnes","10 min","10 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"898","Gâteau aux pommes rapide","facile","bon marché","8 personnes","20 min","45 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"899","Oeuf cocotte au bacon","facile","bon marché","4 ramequins","10 min","25 min","[""https://assets.afcdn.com/recipe/20161215/4744_w150h150c1cx2163cy1542.webp"", ""https://assets.afcdn.com/recipe/20180713/81056_w150h150c1cx1792cy2390cxb3585cyb4780.webp"", ""https://assets.afcdn.com/recipe/20140105/19407_w150h150c1cx720cy720.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"900","Brioche légère pour machine à pain","très facile","bon marché","12 personnes","10 min","2 h 10 min","[""https://assets.afcdn.com/recipe/20230623/143778_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20201025/115006_w150h150c1cx2000cy1500cxb4000cyb3000.webp"", ""https://assets.afcdn.com/recipe/20120909/18966_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"901","Colombo de poulet","moyenne","moyen","4 personnes","10 min","1 h","[""https://assets.afcdn.com/recipe/20181017/82877_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20180208/77434_w150h150c1cx1907cy1272cxb3814cyb2545.webp"", ""https://assets.afcdn.com/recipe/20131024/52784_w150h150c1cx1296cy968.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"902","Pâte à crèpes moelleuse riche en oeufs","très facile","bon marché","20 crêpes","10 min","40 min","[""https://assets.afcdn.com/recipe/20230621/143679_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20140103/349_w150h150c1cx1608cy1028.webp"", ""https://assets.afcdn.com/recipe/20140209/41030_w150h150c1cx1632cy1224.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"903","Soupe aux épinards","très facile","bon marché","4 personnes","15 min","30 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"904","Risotto de saumon fumé","moyenne","moyen","4 personnes","10 min","40 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"905","Tarte aux pommes de terre et au roquefort","très facile","bon marché","4 personnes","15 min","45 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"906","Sauce bolognaise facile","très facile","bon marché","4 personnes","15 min","1 h 15 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"907","Poule au pot à l'ancienne","facile","bon marché","6 personnes","40 min","2 h 40 min","[""https://assets.afcdn.com/recipe/20130627/54701_w150h150c1cx1250cy1875.webp"", ""https://assets.afcdn.com/recipe/20180710/80517_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20131215/50299_w150h150c1cx1296cy968.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"908","Périgourdin (Gâteau aux noix et au rhum)","très facile","bon marché","8 personnes","10 min","55 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"909","Pain d'épices alsacien rapide","très facile","bon marché","8 personnes","20 min","1 h","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"910","Tarte au Cantal express","très facile","moyen","8 personnes","20 min","40 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"911","Flan de courgettes au chèvre","facile","bon marché","6 personnes","15 min","50 min","[""https://assets.afcdn.com/recipe/20180709/80487_w150h150c1cx2000cy3000cxb4000cyb6000.webp"", ""https://assets.afcdn.com/recipe/20130818/12554_w150h150c1cx1296cy968.webp"", ""https://assets.afcdn.com/recipe/20130630/19952_w150h150c1cx1280cy960.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"912","Crêpes au Sarrasin farcies à l'oeuf, fromage et jambon","facile","bon marché","6 personnes","5 min","2 h 25 min","[""https://assets.afcdn.com/recipe/20140103/50049_w150h150c1cx2523cy1728.webp"", ""https://assets.afcdn.com/recipe/20181017/82907_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20100120/47182_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"913","cookies aux pépites de chocolat et noix de pécan","très facile","bon marché","25 cookies","30 min","42 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"914","Tajine de poulet mariné aux olives et citrons confits","facile","moyen","4 personnes","20 min","50 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"915","Penne au chorizo","très facile","bon marché","2 personnes","20 min","45 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"916","Houmous (5ème rencontre)","très facile","bon marché","3 personnes","15 min","20 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"917","Riz pilaf de Caro","facile","moyen","4 personnes","5 min","40 min","[""https://assets.afcdn.com/recipe/20181017/82833_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20141029/64566_w150h150c1cx1125cy1500.webp"", ""https://assets.afcdn.com/recipe/20210604/120637_w150h150c1cx2016cy1512cxb4032cyb3024.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"918","Magrets de canard aux  pêches et aux épices","très facile","moyen","4 personnes","5 min","20 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"919","Pavé de saumon safrané","facile","moyen","4 personnes","30 min","45 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"920","soupe simple au potiron","très facile","bon marché","3 personnes","15 min","30 min","[""https://assets.afcdn.com/recipe/20230620/143625_w150h150c1cx3072cy1728cxb6144cyb3456.webp"", ""https://assets.afcdn.com/recipe/20180123/77023_w150h150c1cx2863cy3666cxb5726cyb7333.webp"", ""https://assets.afcdn.com/recipe/20130303/28868_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"921","Pâte brisée express","très facile","bon marché","8 personnes","10 min","55 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"922","Poulet à la mangue rapide","très facile","bon marché","2 personnes","15 min","30 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"923","Amuse-gueules au chèvre et au miel","très facile","bon marché","24 amuse","10 min","20 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"924","crumble aux mûres","très facile","moyen","4 personnes","10 min","40 min","[""https://assets.afcdn.com/recipe/20160804/63831_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20160804/63830_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20140812/62753_w150h150c1cx2144cy1424.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"925","Rillettes de saumon","très facile","moyen","6 personnes","15 min","25 min","[""https://assets.afcdn.com/recipe/20130909/55117_w150h150c1cx1872cy2808.webp"", ""https://assets.afcdn.com/recipe/20221013/136162_w150h150c1cx3072cy1728cxb6144cyb3456.webp"", ""https://assets.afcdn.com/recipe/20130924/55116_w150h150c1cx1712cy2569.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"926","Pâte brisée faite à la machine à pain","très facile","bon marché","4 personnes","5 min","55 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"927","Rosbeef au four à l'ail","facile","moyen","6 personnes","10 min","40 min","[""https://assets.afcdn.com/recipe/20180621/79733_w150h150c1cx1761cy2348cxb3523cyb4697.webp"", ""https://assets.afcdn.com/recipe/20141109/52309_w150h150c1cx1024cy768.webp"", ""https://assets.afcdn.com/recipe/20170927/72453_w150h150c1cx360cy560cxb720cyb1120.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"928","Clafoutis suprême aux cerises","facile","moyen","6 personnes","40 min","1 h 5 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"929","Gâteau fondant aux poires","facile","bon marché","6 personnes","15 min","1 h 5 min","[""https://assets.afcdn.com/recipe/20200228/108560_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20200228/108559_w150h150c1cx540cy960cxb1080cyb1920.webp"", ""https://assets.afcdn.com/recipe/20100120/62735_w150h150c1cx192cy256.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"930","Tajine au poulet, amandes et pruneaux","facile","moyen","4 personnes","20 min","1 h 20 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"931","Petits pot de crème à la vanille, simple rapide et économique","très facile","bon marché","6 petits pot","10 min","20 min","[""https://assets.afcdn.com/recipe/20200928/114348_w150h150c1cx540cy769cxb1080cyb1538.webp"", ""https://assets.afcdn.com/recipe/20200928/114347_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20130426/38817_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"932","Cailles rôties aux échalotes","très facile","bon marché","6 personnes","10 min","30 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"933","Rouelle de porc à l'ancienne","très facile","bon marché","4 personnes","10 min","1 h 10 min","[""https://assets.afcdn.com/recipe/20200226/108271_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20100120/66432_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20191207/103819_w150h150c1cx210cy172cxb420cyb344.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"934","Côtes de porc au curry et aux pommes","très facile","bon marché","4 personnes","15 min","40 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"935","Endives au jambon sauce Roquefort","facile","moyen","2 personnes","10 min","55 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"936","Blanquette de dinde aux poireaux","facile","bon marché","6 personnes","10 min","35 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"937","Gratin courgettes-poivrons","très facile","bon marché","2 personnes","30 min","1 h","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"938","Petits sablés de Noël","très facile","bon marché","40 pièces environ","30 min","40 min","[""https://assets.afcdn.com/recipe/20151122/40219_w150h150c1cx350cy233.webp"", ""https://assets.afcdn.com/recipe/20170831/71509_w150h150c1cx1288cy966cxb2576cyb1932.webp"", ""https://assets.afcdn.com/recipe/20171213/76025_w150h150c1cx966cy1288.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"939","Fondant aux pommes golden","très facile","bon marché","4 personnes","15 min","1 h","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"940","Riz au curry","très facile","bon marché","4 personnes","15 min","30 min","[""https://assets.afcdn.com/recipe/20200831/113634_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20200831/113635_w150h150c1cx540cy960cxb1080cyb1920.webp"", ""https://assets.afcdn.com/recipe/20151001/60729_w150h150c1cx4500cy3003.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"941","Boulettes sauce tomate (Belgique)","très facile","bon marché","2 personnes","25 min","1 h 5 min","[""https://assets.afcdn.com/recipe/20200907/113973_w150h150c1cx540cy960cxb1080cyb1920.webp"", ""https://assets.afcdn.com/recipe/20200907/113972_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20161115/31957_w150h150c1cx2880cy1920.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"942","Coleslaw facile","facile","bon marché","4 personnes","25 min","25 min","[""https://assets.afcdn.com/recipe/20200622/112128_w150h150c1cx540cy960cxb1080cyb1920.webp"", ""https://assets.afcdn.com/recipe/20200622/112127_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20150731/55395_w150h150c1cx1500cy1001.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"943","Flan antillais","très facile","bon marché","6 personnes","10 min","55 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"944","Brownie fondant chocolat bananes","facile","bon marché","6 personnes","20 min","50 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"945","Gratin dauphinois très facile","très facile","bon marché","2 personnes","30 min","1 h 20 min","[""https://assets.afcdn.com/recipe/20200630/112302_w150h150c1cx2880cy1920cxb5760cyb3840.webp"", ""https://assets.afcdn.com/recipe/20200224/108166_w150h150c1cx1600cy2260cxb4240cyb4480.webp"", ""https://assets.afcdn.com/recipe/20150301/53478_w150h150c1cx1224cy1632.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
